

** [alpha] Launch Training on 20230812_1837 HPO desc: alpha_0.25_lambda_weight_0.1
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": false,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 250,
  "resume": false,
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "optimizer": "Adam",
  "loss": "combined_loss",
  "early_stop": false,
  "lr_scheduling": "exp",
  "lr": 0.0001,
  "stepwise_scheduling": true,
  "decay_steps": 1.0,
  "hpo_params": [
    "alpha",
    "lambda_weight"
  ],
  "lambda_weight": [
    0.1,
    0.2,
    0.33
  ],
  "alpha": [
    0.25,
    0.5,
    0.75
  ],
  "train_annotation": "./Annotations/consolidate_train_db_20230808_1942.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230808_1942.txt",
  "exp_comment": "* HPO test\n*   20230811: \n*   20230812: init lr -> 0.0001\n",
  "numGPUs": 4,
  "finalEPOCH": 0,
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_HPO.yaml",
  "numTrainDB": 11830,
  "numEvalDB": 3600,
  "numTrainSteps": 211,
  "numEvalSteps": 64,
  "train": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "eval": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "dbg_file_logging": "dbg_file_logging",
  "log_file": "<_io.TextIOWrapper name='logs/hpo_history_log/20230812_1837/hpo_log_DLV3+_ResNet50_alpha_0.25_lambda_weight_0.1.txt' mode='w' encoding='UTF-8'>"
}
@20230812_1839 @20230812_1839 [EP 1/250] lr: 9.97904353425838e-05, took: 114.48s (avg: 114.48s), ETA: 0d:7h:53m:6s [TRAIN] loss: 29851.8320, iou: 0.0087, f1: 0.0171 [EVAL] loss: 87540.9531, iou: 0.0026, f1: 0.0053
@20230812_2017 @20230812_2017 [EP 87/250] lr: 8.449085726169869e-05, took: 61.26s (avg: 61.26s), ETA: 0d:2h:45m:43s [TRAIN] loss: 255.1484, iou: 0.8426, f1: 0.9142 [EVAL] loss: 988.2767, iou: 0.7338, f1: 0.8419
@20230812_2018 @20230812_2018 [EP 88/250] lr: 8.434049959760159e-05, took: 61.30s (avg: 61.30s), ETA: 0d:2h:44m:42s [TRAIN] loss: 253.0823, iou: 0.8449, f1: 0.9155 [EVAL] loss: 1078.4409, iou: 0.7288, f1: 0.8381
@20230812_2019 @20230812_2019 [EP 89/250] lr: 8.419067307841033e-05, took: 61.49s (avg: 61.49s), ETA: 0d:2h:43m:41s [TRAIN] loss: 256.5818, iou: 0.8452, f1: 0.9157 [EVAL] loss: 1811.4772, iou: 0.5207, f1: 0.6786
@20230812_2020 @20230812_2020 [EP 90/250] lr: 8.40413777041249e-05, took: 61.41s (avg: 61.41s), ETA: 0d:2h:42m:40s [TRAIN] loss: 259.0535, iou: 0.8470, f1: 0.9168 [EVAL] loss: 1670.8323, iou: 0.5977, f1: 0.7421
@20230812_2021 @20230812_2021 [EP 91/250] lr: 8.38926134747453e-05, took: 61.30s (avg: 61.30s), ETA: 0d:2h:41m:39s [TRAIN] loss: 259.7184, iou: 0.8483, f1: 0.9175 [EVAL] loss: 1198.6384, iou: 0.6402, f1: 0.7758
@20230812_2022 @20230812_2022 [EP 92/250] lr: 8.374437311431393e-05, took: 61.46s (avg: 61.46s), ETA: 0d:2h:40m:38s [TRAIN] loss: 260.1179, iou: 0.8495, f1: 0.9183 [EVAL] loss: 1132.4540, iou: 0.6603, f1: 0.7909
@20230812_2024 @20230812_2024 [EP 93/250] lr: 8.359665662283078e-05, took: 61.21s (avg: 61.21s), ETA: 0d:2h:39m:37s [TRAIN] loss: 260.2411, iou: 0.8506, f1: 0.9189 [EVAL] loss: 1392.5997, iou: 0.6247, f1: 0.7647
@20230812_2025 @20230812_2025 [EP 94/250] lr: 8.344946400029585e-05, took: 62.43s (avg: 62.43s), ETA: 0d:2h:41m:12s [TRAIN] loss: 256.4849, iou: 0.8534, f1: 0.9205 [EVAL] loss: 1321.8484, iou: 0.6530, f1: 0.7856
@20230812_2026 @20230812_2026 [EP 95/250] lr: 8.330278069479391e-05, took: 61.54s (avg: 61.54s), ETA: 0d:2h:37m:35s [TRAIN] loss: 249.5437, iou: 0.8577, f1: 0.9231 [EVAL] loss: 1030.9347, iou: 0.7218, f1: 0.8341
@20230812_2027 @20230812_2027 [EP 96/250] lr: 8.315662125824019e-05, took: 61.37s (avg: 61.37s), ETA: 0d:2h:36m:34s [TRAIN] loss: 241.2547, iou: 0.8623, f1: 0.9258 [EVAL] loss: 1044.6469, iou: 0.7108, f1: 0.8268
@20230812_2028 @20230812_2028 [EP 97/250] lr: 8.301097113871947e-05, took: 61.48s (avg: 61.48s), ETA: 0d:2h:35m:33s [TRAIN] loss: 240.0359, iou: 0.8625, f1: 0.9259 [EVAL] loss: 951.7980, iou: 0.7446, f1: 0.8495
@20230812_2029 @20230812_2029 [EP 98/250] lr: 8.286582306027412e-05, took: 61.38s (avg: 61.38s), ETA: 0d:2h:34m:32s [TRAIN] loss: 245.7487, iou: 0.8610, f1: 0.9250 [EVAL] loss: 986.7033, iou: 0.7409, f1: 0.8469
@20230812_2030 @20230812_2030 [EP 99/250] lr: 8.2721198850777e-05, took: 61.30s (avg: 61.30s), ETA: 0d:2h:33m:31s [TRAIN] loss: 249.7303, iou: 0.8611, f1: 0.9250 [EVAL] loss: 1515.5684, iou: 0.5963, f1: 0.7409
@20230812_2031 @20230812_2031 [EP 100/250] lr: 8.257706940639764e-05, took: 61.39s (avg: 61.39s), ETA: 0d:2h:32m:30s [TRAIN] loss: 254.2196, iou: 0.8613, f1: 0.9252 [EVAL] loss: 1388.0605, iou: 0.6286, f1: 0.7666
@20230812_2032 @20230812_2032 [EP 101/250] lr: 8.243343472713605e-05, took: 61.39s (avg: 61.39s), ETA: 0d:2h:31m:29s [TRAIN] loss: 252.6890, iou: 0.8630, f1: 0.9262 [EVAL] loss: 1049.6761, iou: 0.7311, f1: 0.8400
@20230812_2033 @20230812_2033 [EP 102/250] lr: 8.229030208894983e-05, took: 61.49s (avg: 61.49s), ETA: 0d:2h:30m:28s [TRAIN] loss: 248.6116, iou: 0.8663, f1: 0.9281 [EVAL] loss: 1064.7972, iou: 0.7138, f1: 0.8289
@20230812_2034 @20230812_2034 [EP 103/250] lr: 8.214767149183899e-05, took: 61.31s (avg: 61.31s), ETA: 0d:2h:29m:27s [TRAIN] loss: 242.3064, iou: 0.8694, f1: 0.9299 [EVAL] loss: 1039.6266, iou: 0.7138, f1: 0.8292
@20230812_2035 @20230812_2035 [EP 104/250] lr: 8.20055283838883e-05, took: 61.37s (avg: 61.37s), ETA: 0d:2h:28m:26s [TRAIN] loss: 234.1618, iou: 0.8724, f1: 0.9316 [EVAL] loss: 1035.0951, iou: 0.7292, f1: 0.8392
@20230812_2036 @20230812_2036 [EP 105/250] lr: 8.186388004105538e-05, took: 61.45s (avg: 61.45s), ETA: 0d:2h:27m:25s [TRAIN] loss: 228.6778, iou: 0.8747, f1: 0.9329 [EVAL] loss: 990.5550, iou: 0.7366, f1: 0.8438
@20230812_2037 @20230812_2037 [EP 106/250] lr: 8.1722711911425e-05, took: 61.23s (avg: 61.23s), ETA: 0d:2h:26m:24s [TRAIN] loss: 228.9873, iou: 0.8761, f1: 0.9337 [EVAL] loss: 995.4752, iou: 0.7546, f1: 0.8554
@20230812_2039 @20230812_2039 [EP 107/250] lr: 8.158203854691237e-05, took: 61.41s (avg: 61.41s), ETA: 0d:2h:25m:23s [TRAIN] loss: 230.8831, iou: 0.8763, f1: 0.9338 [EVAL] loss: 996.5839, iou: 0.7566, f1: 0.8565
@20230812_2040 @20230812_2040 [EP 108/250] lr: 8.144184539560229e-05, took: 61.25s (avg: 61.25s), ETA: 0d:2h:24m:22s [TRAIN] loss: 233.5262, iou: 0.8762, f1: 0.9338 [EVAL] loss: 824.9708, iou: 0.7748, f1: 0.8699
@20230812_2041 @20230812_2041 [EP 109/250] lr: 8.130213245749474e-05, took: 61.25s (avg: 61.25s), ETA: 0d:2h:23m:21s [TRAIN] loss: 236.4950, iou: 0.8760, f1: 0.9337 [EVAL] loss: 945.9265, iou: 0.7472, f1: 0.8522
@20230812_2042 @20230812_2042 [EP 110/250] lr: 8.116289973258972e-05, took: 61.42s (avg: 61.42s), ETA: 0d:2h:22m:20s [TRAIN] loss: 237.1793, iou: 0.8752, f1: 0.9332 [EVAL] loss: 1029.0764, iou: 0.7248, f1: 0.8368
@20230812_2043 @20230812_2043 [EP 111/250] lr: 8.102413994492963e-05, took: 62.33s (avg: 62.33s), ETA: 0d:2h:23m:38s [TRAIN] loss: 236.5948, iou: 0.8763, f1: 0.9338 [EVAL] loss: 1298.2483, iou: 0.6823, f1: 0.8062
@20230812_2044 @20230812_2044 [EP 112/250] lr: 8.088586037047207e-05, took: 61.29s (avg: 61.29s), ETA: 0d:2h:20m:18s [TRAIN] loss: 231.1229, iou: 0.8786, f1: 0.9352 [EVAL] loss: 1650.2936, iou: 0.6112, f1: 0.7531
@20230812_2045 @20230812_2045 [EP 113/250] lr: 8.074804645730183e-05, took: 61.47s (avg: 61.47s), ETA: 0d:2h:19m:17s [TRAIN] loss: 221.8091, iou: 0.8821, f1: 0.9372 [EVAL] loss: 1214.0101, iou: 0.7086, f1: 0.8246
@20230812_2046 @20230812_2046 [EP 114/250] lr: 8.06107054813765e-05, took: 61.38s (avg: 61.38s), ETA: 0d:2h:18m:16s [TRAIN] loss: 212.5551, iou: 0.8863, f1: 0.9395 [EVAL] loss: 1060.3839, iou: 0.7372, f1: 0.8450
@20230812_2047 @20230812_2047 [EP 115/250] lr: 8.047383016673848e-05, took: 61.43s (avg: 61.43s), ETA: 0d:2h:17m:15s [TRAIN] loss: 206.1987, iou: 0.8900, f1: 0.9416 [EVAL] loss: 1066.2936, iou: 0.7533, f1: 0.8548
@20230812_2048 @20230812_2048 [EP 116/250] lr: 8.033741323743016e-05, took: 61.30s (avg: 61.30s), ETA: 0d:2h:16m:14s [TRAIN] loss: 203.1330, iou: 0.8924, f1: 0.9429 [EVAL] loss: 1170.3903, iou: 0.7306, f1: 0.8396
@20230812_2049 @20230812_2049 [EP 117/250] lr: 8.020146196940914e-05, took: 61.35s (avg: 61.35s), ETA: 0d:2h:15m:13s [TRAIN] loss: 202.1932, iou: 0.8934, f1: 0.9435 [EVAL] loss: 1057.7461, iou: 0.7530, f1: 0.8542
@20230812_2050 @20230812_2050 [EP 118/250] lr: 8.006596908671781e-05, took: 61.51s (avg: 61.51s), ETA: 0d:2h:14m:12s [TRAIN] loss: 205.2989, iou: 0.8933, f1: 0.9435 [EVAL] loss: 1100.3640, iou: 0.7503, f1: 0.8521
@20230812_2052 @20230812_2052 [EP 119/250] lr: 7.993093458935618e-05, took: 61.39s (avg: 61.39s), ETA: 0d:2h:13m:11s [TRAIN] loss: 209.0893, iou: 0.8928, f1: 0.9432 [EVAL] loss: 978.4693, iou: 0.7599, f1: 0.8594
@20230812_2053 @20230812_2053 [EP 120/250] lr: 7.979635847732425e-05, took: 61.46s (avg: 61.46s), ETA: 0d:2h:12m:10s [TRAIN] loss: 215.3609, iou: 0.8911, f1: 0.9423 [EVAL] loss: 951.6791, iou: 0.7542, f1: 0.8563
@20230812_2054 @20230812_2054 [EP 121/250] lr: 7.966222619870678e-05, took: 61.32s (avg: 61.32s), ETA: 0d:2h:11m:9s [TRAIN] loss: 221.3521, iou: 0.8899, f1: 0.9416 [EVAL] loss: 1094.8203, iou: 0.7263, f1: 0.8374
@20230812_2055 @20230812_2055 [EP 122/250] lr: 7.9528552305419e-05, took: 61.40s (avg: 61.40s), ETA: 0d:2h:10m:8s [TRAIN] loss: 227.4424, iou: 0.8880, f1: 0.9405 [EVAL] loss: 1157.6136, iou: 0.7067, f1: 0.8235
@20230812_2056 @20230812_2056 [EP 123/250] lr: 7.939532224554569e-05, took: 61.40s (avg: 61.40s), ETA: 0d:2h:9m:7s [TRAIN] loss: 228.4383, iou: 0.8880, f1: 0.9405 [EVAL] loss: 1020.1745, iou: 0.7628, f1: 0.8605
@20230812_2057 @20230812_2057 [EP 124/250] lr: 7.926253601908684e-05, took: 61.43s (avg: 61.43s), ETA: 0d:2h:8m:6s [TRAIN] loss: 219.1752, iou: 0.8905, f1: 0.9419 [EVAL] loss: 949.7267, iou: 0.7471, f1: 0.8527
@20230812_2058 @20230812_2058 [EP 125/250] lr: 7.913019362604246e-05, took: 61.41s (avg: 61.41s), ETA: 0d:2h:7m:5s [TRAIN] loss: 207.8740, iou: 0.8947, f1: 0.9443 [EVAL] loss: 1039.2709, iou: 0.7199, f1: 0.8345
@20230812_2059 @20230812_2059 [EP 126/250] lr: 7.899829506641254e-05, took: 61.41s (avg: 61.41s), ETA: 0d:2h:6m:4s [TRAIN] loss: 201.3744, iou: 0.8976, f1: 0.9459 [EVAL] loss: 1145.1223, iou: 0.7310, f1: 0.8397
@20230812_2100 @20230812_2100 [EP 127/250] lr: 7.886683306423947e-05, took: 61.37s (avg: 61.37s), ETA: 0d:2h:5m:3s [TRAIN] loss: 197.6570, iou: 0.8997, f1: 0.9471 [EVAL] loss: 1476.4583, iou: 0.6593, f1: 0.7887
@20230812_2101 @20230812_2101 [EP 128/250] lr: 7.873580761952326e-05, took: 61.40s (avg: 61.40s), ETA: 0d:2h:4m:2s [TRAIN] loss: 198.0234, iou: 0.8999, f1: 0.9472 [EVAL] loss: 2207.9688, iou: 0.4787, f1: 0.6408
@20230812_2102 @20230812_2102 [EP 129/250] lr: 7.860521873226389e-05, took: 61.42s (avg: 61.42s), ETA: 0d:2h:3m:1s [TRAIN] loss: 201.9786, iou: 0.8983, f1: 0.9463 [EVAL] loss: 1057.6755, iou: 0.7424, f1: 0.8479
@20230812_2103 @20230812_2103 [EP 130/250] lr: 7.847506640246138e-05, took: 61.51s (avg: 61.51s), ETA: 0d:2h:2m:0s [TRAIN] loss: 203.7422, iou: 0.8983, f1: 0.9463 [EVAL] loss: 1119.6359, iou: 0.7220, f1: 0.8348
@20230812_2104 @20230812_2104 [EP 131/250] lr: 7.834533607820049e-05, took: 61.27s (avg: 61.27s), ETA: 0d:2h:0m:59s [TRAIN] loss: 204.8190, iou: 0.8981, f1: 0.9461 [EVAL] loss: 957.7816, iou: 0.7838, f1: 0.8742
@20230812_2105 @20230812_2105 [EP 132/250] lr: 7.821604958735406e-05, took: 61.43s (avg: 61.43s), ETA: 0d:1h:59m:58s [TRAIN] loss: 206.4238, iou: 0.8981, f1: 0.9462 [EVAL] loss: 1008.6005, iou: 0.7585, f1: 0.8582
@20230812_2106 @20230812_2106 [EP 133/250] lr: 7.808717782609165e-05, took: 61.33s (avg: 61.33s), ETA: 0d:1h:58m:57s [TRAIN] loss: 203.8781, iou: 0.8992, f1: 0.9468 [EVAL] loss: 1303.3837, iou: 0.7075, f1: 0.8234
@20230812_2107 @20230812_2107 [EP 134/250] lr: 7.795872807037085e-05, took: 61.33s (avg: 61.33s), ETA: 0d:1h:57m:56s [TRAIN] loss: 202.4456, iou: 0.8999, f1: 0.9471 [EVAL] loss: 1069.7832, iou: 0.7629, f1: 0.8607
